agent_id,client_type,satisfaction_level,age,income,products,status,preferred_channel,governorate
1,retail,0.8660979612894318,31,842.75,1,active,branch,Tunis
2,retail,0.8184472910986389,65,1382.22,1,active,branch,Tunis
3,retail,0.6577818573639761,35,833.01,1,active,branch,Monastir
4,retail,0.6847301384280005,18,868.27,1,active,branch,Mahdia
5,retail,0.8286683792605449,41,740.76,1,active,branch,Manouba
6,retail,0.46753665760379026,45,416.9,1,active,branch,Sousse
7,retail,0.6254567100122881,38,1259.26,1,active,branch,Kairouan
8,retail,0.8440556089923869,38,1218.13,3,active,branch,Gafsa
9,retail,0.5080569123273954,32,2999.25,1,active,branch,Manouba
10,retail,0.5052699856293266,24,1030.74,1,active,branch,Mahdia
11,retail,0.7743818020612632,26,1083.06,1,active,branch,Kairouan
12,retail,0.4473268161694965,21,859.1,1,active,branch,Gafsa
13,retail,0.626544552022328,38,1758.18,1,active,branch,Sousse
14,retail,0.7877599920988045,43,2340.9,2,active,branch,Manouba
15,retail,0.6211043807683666,43,656.22,1,active,branch,Sfax
16,retail,0.6006146125877572,50,1139.35,1,active,branch,Ariana
17,retail,0.5974368032404707,26,758.37,1,active,branch,Sousse
18,retail,0.5508170012255521,25,524.04,1,active,branch,Nabeul
19,retail,0.6427848718762417,57,532.45,1,active,branch,Ariana
20,retail,0.6138344447810399,34,1869.23,1,active,branch,Tunis
21,retail,0.14223474719058993,41,1041.32,1,active,branch,Sfax
22,retail,0.19264359330330671,44,1050.56,1,active,branch,Tunis
23,retail,0.6293287910579336,44,1523.19,1,active,branch,Mahdia
24,retail,0.5049503463842911,28,1210.29,1,active,branch,Ben Arous
25,retail,0.7588151601700241,34,922.72,1,active,branch,Ariana
26,retail,0.40185547750877043,28,1068.02,1,active,branch,Sfax
27,retail,0.4960363569548089,22,521.4,1,active,branch,Gafsa
28,retail,0.515912390845908,35,854.47,1,active,branch,Tunis
29,retail,0.590251910397491,36,877.32,1,active,branch,Sfax
30,retail,0.46923566219275115,50,1509.4,1,active,branch,Tunis
31,retail,0.48526591433648547,42,1075.45,1,active,branch,Sousse
32,retail,0.8542298966096966,23,1578.09,2,active,branch,Ariana
33,retail,0.7768843008036943,29,1085.2,2,active,branch,Sfax
34,retail,0.655304298382717,46,646.74,1,active,branch,Sousse
35,retail,0.7582158759997993,36,460.91,1,active,branch,Manouba
36,retail,0.6859240161081896,45,1159.55,1,active,branch,Tunis
37,retail,0.8401502422704931,39,2058.21,2,active,branch,Ariana
38,retail,0.4480295041680356,18,911.64,1,active,branch,Kairouan
39,retail,0.679042439770663,45,518.83,1,active,branch,Sousse
40,retail,0.7337810198555723,30,1972.37,1,active,branch,Tunis
41,corporate,0.5830226913794483,40,8039.958333333333,1,active,branch,Sfax
42,corporate,0.5984822332424848,40,3480.1124999999997,3,active,branch,Tunis
43,corporate,0.47956433819545274,40,1064.0308333333335,1,active,branch,Sfax
44,corporate,0.4546062267605563,40,5139.88,3,active,branch,Tunis
45,corporate,0.6053612609842796,40,40116.54833333333,3,active,branch,Bizerte
46,corporate,0.4768798675946578,40,7069.794999999999,2,active,branch,Tunis
47,corporate,0.5824534504058745,40,6787.389999999999,2,active,branch,Sfax
48,corporate,0.5174214290803851,40,4361.675833333334,2,active,branch,Tunis
49,corporate,0.6071271222108066,40,1879.5291666666665,2,active,branch,Tunis
50,corporate,0.5976881751398756,40,1036.3425,1,active,branch,Sfax
